"","Player","Tm","Yr","W","PTS","TRB","AST","PC1a","maxW","PC1b","PC1n"
"93","Pau Gasol","LAL",2009,16,18.3,10.8,2.5,186.086412891482,16,11.6304008057176,0.7216501598195
"94","Clyde Drexler*","HOU",1995,15,20.5,7,5,174.098207310528,15,11.6065471540352,0.720170073979258
"95","James Worthy*","LAL",1987,15,23.6,5.6,3.5,173.96903236671,15,11.597935491114,0.719635732297727
"96","Kyrie Irving","CLE",2016,16,25.2,3,4.7,185.154345595694,16,11.5721465997309,0.718035567531347
"97","LeBron James","MIA",2011,14,23.7,8.4,5.9,183.902901004841,16,11.4939313128025,0.713182417992046
"98","Rick Barry*","SFW",1967,9,34.7,7.5,3.9,126.167755456517,11,11.4697959505925,0.711684852406204
"99","Richard Hamilton","DET",2004,16,21.5,4.6,4.2,183.33537179506,16,11.4584607371912,0.710981518213406
"100","Kareem Abdul-Jabbar*","LAL",1982,12,20.4,8.5,3.6,137.390690873049,12,11.4492242394207,0.710408406400358
"101","Scottie Pippen*","CHI",1996,15,16.9,8.5,5.9,171.738093193601,15,11.4492062129067,0.710407287880288
"102","Stephen Curry","GSW",2019,14,28.2,6,5.7,182.918776859937,16,11.4324235537461,0.70936594727064
"103","George Mikan*","MNL",1952,9,23.6,15.9,2.8,102.807791801592,9,11.4230879779547,0.708786687804488
"104","Dennis Johnson*","SEA",1979,12,20.9,6.1,4.1,136.879329062701,12,11.4066107552251,0.707764299099675
"105","James Worthy*","LAL",1988,15,21.1,5.8,4.4,171.081867535528,15,11.4054578357019,0.707692762050173
"106","Elgin Baylor*","LAL",1961,6,38.1,15.3,4.6,91.0808059314758,8,11.3851007414345,0.706429632724112
"107","Dwyane Wade","MIA",2011,14,24.5,7.1,4.4,181.044738559943,16,11.3152961599964,0.702098355737843
"108","Maurice Lucas","POR",1977,14,21.2,9.9,4.2,157.872182218367,14,11.276584444169,0.699696347726219
"109","Jerry West*","LAL",1962,7,31.5,6.8,4.4,90.1985096646077,8,11.274813708076,0.699586476019653
"110","Paul Pierce","BOS",2008,16,19.7,5,4.6,180.1734469721,16,11.2608404357563,0.698719453947829
"111","Ralph Sampson*","HOU",1986,13,20,10.8,4,168.50546783475,15,11.23369785565,0.697035294682917
"112","Scottie Pippen*","CHI",1998,15,16.8,7.1,5.2,168.374978859481,15,11.224998590632,0.69649551741338
"113","Stephen Curry","GSW",2016,15,25.1,5.5,5.2,179.392040447382,16,11.2120025279614,0.695689129838269
"114","Bob Dandridge","WSB",1978,14,21.2,6.5,3.9,156.716915975605,14,11.194065426829,0.694576157713305
"115","Kareem Abdul-Jabbar*","LAL",1984,14,23.9,8.2,3.8,167.650303662067,15,11.1766869108045,0.693497845015749
"116","Dwight Howard","ORL",2009,13,20.3,15.3,1.9,178.706662898797,16,11.1691664311748,0.693031209736593
"117","John Havlicek*","BOS",1966,11,23.6,9.1,4.1,122.455781214273,11,11.1323437467521,0.690746413490744
"118","Scottie Pippen*","CHI",1997,15,19.2,6.8,3.8,166.701146869477,15,11.1134097912984,0.689571587944537
"119","Jerry West*","LAL",1972,12,22.9,4.9,8.9,133.256751303003,12,11.1047292752503,0.689032974022446
"120","David Robinson*","SAS",1999,15,15.6,9.9,2.5,166.254163893442,15,11.0836109262295,0.687722609899956
"121","Bob Pettit*","STL",1958,8,24.2,16.5,1.8,88.6679453446539,8,11.0834931680817,0.687715303171018
"122","Shawn Kemp","SEA",1996,13,20.9,10.4,1.5,165.794570969374,15,11.0529713979583,0.685821469875373
"123","Kevin Durant","OKC",2012,13,28.5,7.4,3.7,176.808859175296,16,11.050553698456,0.685671454990987
"124","Manu Ginóbili","SAS",2005,16,20.8,5.8,4.2,176.58938540269,16,11.0368365876681,0.684820327385181
"125","Shaquille O'Neal*","LAL",2004,13,21.5,13.2,2.5,176.259811288113,16,11.0162382055071,0.683542226481621
"126","Wilt Chamberlain*","PHW",1962,6,35,26.6,3.1,88.0679147318862,8,11.0084893414858,0.683061420269282
"127","Draymond Green","GSW",2015,16,13.7,10.1,5.2,175.747887777796,16,10.9842429861123,0.681556967712348
"128","Willis Reed*","NYK",1970,12,23.7,13.8,2.8,131.491195639145,12,10.9575996365954,0.679903785009695
"129","Sam Jones*","BOS",1966,11,24.8,5.1,3.1,120.424404422543,11,10.9476731293221,0.679287859068712
"130","Bill Russell*","BOS",1963,8,20.3,25.1,5.1,87.2384820268763,8,10.9048102533595,0.67662827735649
"131","Michael Jordan*","CHI",1990,10,36.7,7.2,6.8,163.25765246613,15,10.883843497742,0.675327319393387
"132","Kevin McHale*","BOS",1985,13,22.1,9.9,1.5,162.796589467584,15,10.8531059645056,0.673420098297308
"133","Magic Johnson*","LAL",1984,14,18.2,6.6,13.5,162.533085791715,15,10.835539052781,0.672330095909141
"134","Jamaal Wilkes*","LAL",1980,12,20.3,8,3,129.360537259735,12,10.7800447716446,0.66888675311123
"135","Bill Russell*","BOS",1966,11,19.1,25.2,5,118.267314915807,11,10.7515740832551,0.667120186578432
"136","Julius Erving*","PHI",1983,12,18.4,7.6,3.4,128.960703773451,12,10.7467253144543,0.666819327232435
"137","Tom Heinsohn*","BOS",1963,8,24.7,8.9,1.2,85.909714796486,8,10.7387143495608,0.666322258026285
"138","Jason Kidd*","NJN",2003,14,20.1,7.7,8.2,171.312034550786,16,10.7070021594241,0.664354560828
"139","LeBron James","MIA",2014,13,27.4,7.1,4.8,171.170662518349,16,10.6981664073968,0.663806314729766
"140","Tony Parker","SAS",2007,16,20.8,3.4,5.8,170.877420989417,16,10.6798388118385,0.662669112969942
"141","Draymond Green","GSW",2018,16,10.8,10.6,8.1,170.871854319562,16,10.6794908949726,0.662647525213331
"142","Draymond Green","GSW",2016,15,15.4,9.9,6,170.709858055855,16,10.6693661284909,0.662019297564799
"143","Bill Russell*","BOS",1961,8,19.1,29.9,4.8,85.296358498468,8,10.6620448123085,0.661565020099956
"144","Pascal Siakam","TOR",2019,16,19,7.1,2.8,170.411810278086,16,10.6507381423804,0.660863456989881
"145","Jerry West*","LAL",1968,10,30.8,5.4,5.5,127.607581833775,12,10.6339651528146,0.659822716365119
"146","Kareem Abdul-Jabbar*","LAL",1987,15,19.2,6.8,2,159.354445584285,15,10.623629705619,0.659181416271933
"147","Shaquille O'Neal*","ORL",1995,11,25.7,11.9,3.3,159.109981328231,15,10.6073320885487,0.658170171847951
"148","Walt Frazier*","NYK",1973,12,21.9,7.3,6.2,127.26860227901,12,10.6057168565842,0.658069948955823
"149","Kenyon Martin","NJN",2003,14,18.9,9.4,2.9,169.613935404903,16,10.6008709628065,0.657769268001006
"150","Ben Wallace","DET",2004,16,10.3,14.3,1.9,169.564856471086,16,10.5978035294428,0.65757893803611
"151","Isiah Thomas*","DET",1989,15,18.2,4.3,8.3,158.822065753761,15,10.5881377169174,0.656979187840885
"152","James Worthy*","LAL",1985,15,21.5,5.1,2.2,158.12894684305,15,10.5419297895367,0.654112050350417
"153","Marvin Webster","SEA",1978,13,16.1,13.1,2.6,147.199792287923,14,10.5142708777088,0.652395853421828
"154","Gail Goodrich*","LAL",1972,12,23.8,2.5,3.3,125.851031437216,12,10.4875859531013,0.650740091042746
"155","Wilt Chamberlain*","LAL",1970,11,22.1,22.2,4.5,125.743760714731,12,10.4786467262276,0.650185424474512
"156","Bob Cousy*","BOS",1959,8,19.5,6.9,10.8,83.7504677414249,8,10.4688084676781,0.649574974243849
"157","Oscar Robertson*","CIN",1963,6,31.8,13,9,83.5218009336227,8,10.4402251167028,0.647801417154625
"158","Neil Johnston*","PHW",1956,7,20.3,14.3,5.1,72.9382545081137,7,10.4197506440162,0.646531004661255
"159","Tim Duncan","SAS",2013,15,18.1,10.2,1.9,166.335496747608,16,10.3959685467255,0.645055358671282
"160","Byron Scott","LAL",1988,15,19.6,4.2,2.5,155.618517266356,15,10.3745678177571,0.643727473266619
"161","Robert Reid","HOU",1981,12,16.1,6.8,4.7,124.468041648754,12,10.3723368040628,0.643589041976425
"162","Magic Johnson*","LAL",1991,12,21.8,8.1,12.6,155.452627875122,15,10.3635085250082,0.643041259565727
"163","Bob Pettit*","STL",1960,7,26.1,15.8,3.7,82.8498699525021,8,10.3562337440628,0.642589869547481
"164","Richard Hamilton","DET",2005,15,20,4.3,4.3,165.688683129504,16,10.355542695594,0.64254699095316
"165","Sam Jones*","BOS",1963,8,23.8,6.2,2.5,82.7395481809399,8,10.3424435226175,0.641734205527284
"166","Andrew Toney","PHI",1982,12,21.8,2.4,4.9,123.822993991983,12,10.3185828326652,0.640253682972208
"167","Jo Jo White*","BOS",1976,12,22.7,3.9,5.4,123.693712707909,12,10.3078093923258,0.639585206014908
"168","Clyde Drexler*","POR",1990,12,21.4,7.2,7.1,154.605176330445,15,10.307011755363,0.639535713753094
"169","Norm Nixon","LAL",1982,12,20.4,3.1,8.1,123.614921845555,12,10.3012434871296,0.639177800748886
"170","Dennis Johnson*","BOS",1986,15,16.2,4.2,5.9,154.511152396395,15,10.300743493093,0.639146776815794
"171","Elgin Baylor*","LAL",1968,10,28.5,14.5,4,123.412332825346,12,10.2843610687789,0.638130270220537
"172","Klay Thompson","GSW",2016,15,24.3,3.7,2.3,163.981104301828,16,10.2488190188642,0.635924935560996
"173","Elgin Baylor*","LAL",1963,6,32.6,13.6,4.5,81.9221541390481,8,10.240269267381,0.6353944353979
"174","Jack Sikma*","SEA",1979,12,14.8,11.7,2.5,122.853944216087,12,10.2378286846739,0.635243000642552
"175","Kobe Bryant","LAL",2004,13,24.5,4.7,5.5,163.694837043938,16,10.2309273152462,0.634814780288523
"176","LeBron James","CLE",2007,12,25.1,8.1,8,163.276091560663,16,10.2047557225414,0.633190869438537
"177","Draymond Green","GSW",2017,16,13.1,9.1,6.5,163.249948268365,16,10.2031217667728,0.633089484760464
"178","Paul Pierce","BOS",2010,15,18.8,6,3.4,163.195156395909,16,10.1996972747443,0.632876999803071
"179","Darryl Dawkins","PHI",1980,12,17.3,7.6,1.8,122.358133162116,12,10.196511096843,0.632679301905113
"180","Robert Parish*","BOS",1984,15,14.9,10.8,1.2,152.869230745003,15,10.1912820496668,0.632354846815952
"181","Frank Ramsey*","BOS",1959,8,23.2,6.2,1.8,81.3729085745475,8,10.1716135718184,0.631134445178914
"182","Rajon Rondo","BOS",2010,15,15.8,5.6,9.3,162.035445815678,16,10.1272153634799,0.628379598232671
"183","George Mikan*","MNL",1953,9,19.8,15.4,1.9,91.1430374124154,9,10.127004156935,0.628366493160938
"184","Tom Heinsohn*","BOS",1960,8,21.8,9.7,2.1,80.9521736257356,8,10.119021703217,0.627871193033484
"185","Kevin McHale*","BOS",1987,13,21.1,9.2,1.9,151.728916579267,15,10.1152611052845,0.627637853173206
"186","Bill Russell*","BOS",1965,8,16.5,25.2,6.3,80.5192081668071,8,10.0649010208509,0.624513080124787
"187","Bill Russell*","BOS",1960,8,18.5,25.8,2.9,80.375533443954,8,10.0469416804943,0.623398728086957
"188","Gary Payton*","SEA",1996,13,20.7,5.1,6.8,150.49932821827,15,10.0332885478847,0.622551570237945
"189","Elvin Hayes*","WSB",1979,9,22.5,14,2,120.313294883745,12,10.0261079069787,0.622106021477935
"190","Wilt Chamberlain*","PHI",1965,6,29.3,27.2,4.4,80.0090722429034,8,10.0011340303629,0.620556427241919
"191","Dwyane Wade","MIA",2013,16,15.9,4.6,4.8,159.707736686083,16,9.98173354288021,0.619352654033553
"192","Charles Oakley","NYK",1994,14,13.2,11.7,2.4,149.652797069536,15,9.97685313796904,0.619049831711007
"193","Tim Duncan","SAS",2014,16,16.3,9.2,2,159.37977353323,16,9.96123584582685,0.618080800500594
"194","Jamaal Wilkes*","LAL",1982,12,20,5,2.6,119.338934135998,12,9.94491117799982,0.617067877614859
"195","Kyle Lowry","TOR",2019,16,15,4.9,6.6,159.089136005262,16,9.94307100032886,0.616953697155172
"196","Chet Walker*","PHI",1967,11,21.7,7.6,2.1,109.27883548411,11,9.93443958946456,0.616418130141296
"197","Chauncey Billups","DET",2005,15,18.7,4.3,6.5,158.83101240364,16,9.92693827522751,0.61595268404804
"198","Draymond Green","GSW",2019,14,13.3,10.1,8.5,158.71431360422,16,9.91964460026374,0.615500121682288
"199","Sam Jones*","BOS",1964,8,23.2,4.7,2.3,79.3379962436147,8,9.91724953045184,0.615351510938651
"200","Bob Pettit*","STL",1963,6,31.8,15.1,3,79.3179016889953,8,9.91473771112441,0.615195656050298
"201","Norm Nixon","LAL",1980,12,16.9,3.5,7.8,118.738396356119,12,9.89486636300991,0.613962666596005
"202","Tony Parker","SAS",2013,15,20.6,3.2,7,157.84333613251,16,9.86520850828185,0.612122438046539
"203","Robert Parish*","BOS",1986,15,15,8.8,1.4,147.906850746103,15,9.86045671640686,0.61182759598363
"204","LeBron James","CLE",2009,10,35.3,9.1,7.3,157.104926894981,16,9.81905793093633,0.609258859045824
"205","Tom Heinsohn*","BOS",1962,8,20.7,8.2,2.4,78.5429644549978,8,9.81787055687472,0.609185184140235
"206","Chauncey Billups","DET",2004,16,16.4,3,5.9,157.048354582801,16,9.81552216142503,0.609039469475719
"207","Robert Parish*","BOS",1981,12,15,8.6,1.1,117.4550641818,12,9.78792201514999,0.607326918867778
"208","Michael Jordan*","CHI",1989,9,34.8,7,7.6,146.483902811626,15,9.76559352077508,0.605941466912738
"209","Joe Dumars*","DET",1990,15,18.2,2.2,4.8,146.376598832136,15,9.75843992214242,0.605497596088097
"210","Dolph Schayes*","SYR",1955,7,19,12.8,3.6,68.2466399143016,7,9.74951998775737,0.604944126591896
"211","Cliff Hagan*","STL",1960,7,24.2,9.9,3.9,77.9083488071319,8,9.73854360089148,0.604263057085494
"212","Tony Parker","SAS",2005,16,17.2,2.9,4.3,155.403494588595,16,9.71271841178717,0.602660640096104
"213","Klay Thompson","GSW",2015,16,18.6,3.9,2.6,155.069563431712,16,9.69184771448199,0.601365642417398
"214","Russell Westbrook","OKC",2012,13,23.1,5.5,5.9,154.894896102666,16,9.68093100641665,0.600688275897391
"215","Jerry West*","LAL",1965,5,40.6,5.7,5.3,77.3847837390916,8,9.67309796738645,0.60020224674307
"216","Robert Parish*","BOS",1985,13,17.1,10.4,1.5,144.842419311544,15,9.65616128743626,0.599151349358101
"217","Russell Westbrook","OKC",2016,11,26,6.9,11,154.27898582364,16,9.6424366139775,0.598299752499108
"218","Danny Ainge","BOS",1986,15,15.6,4.2,5.2,144.477246526313,15,9.63181643508756,0.597640785201139
"219","George Mikan*","MNL",1954,9,19.4,13.2,1.9,86.593486916207,9,9.62149854624522,0.597000574579299
"220","Jerome Kersey","POR",1990,12,20.7,8.3,2.1,144.179787377768,15,9.61198582518455,0.596410323496089
"221","Terry Porter","POR",1992,13,21.4,4.6,6.7,144.082295329775,15,9.60548635531834,0.596007040449696
"222","Oscar Robertson*","MIL",1971,12,18.3,5,8.9,115.177784901635,12,9.59814874180294,0.595551751758056
"223","Sam Jones*","BOS",1968,12,20.5,3.4,2.6,114.436210252855,12,9.53635085440455,0.591717278977408
"224","Rasheed Wallace","DET",2004,16,13,7.8,1.6,152.47587160206,16,9.52974197512874,0.591307207229642
"225","Pau Gasol","LAL",2008,14,16.9,9.3,4,152.474715856228,16,9.52966974101426,0.591302725203517
"226","Robert Parish*","BOS",1987,13,18,9.4,1.3,142.889151471878,15,9.52594343145851,0.591071512889224
"227","Cedric Maxwell","BOS",1981,12,16.1,7.4,2.7,114.208306922614,12,9.51735891021785,0.590538855311142
"228","Tom Heinsohn*","BOS",1959,8,19.9,8.9,2.9,76.1164268774468,8,9.51455335968085,0.590364774810631
"229","Klay Thompson","GSW",2018,16,19.6,4.1,1.8,152.050981487926,16,9.50318634299536,0.589659467268373
"230","Sam Jones*","BOS",1962,8,20.6,7.1,3.1,75.8560956040664,8,9.4820119505083,0.588345625726914
"231","Adrian Dantley*","DET",1988,14,19.4,4.7,2,142.108975354027,15,9.47393169026847,0.587844256841107
"232","Jerome Kersey","POR",1992,13,16.2,7.7,3.6,141.971655990187,15,9.4647770660125,0.58727622516552
"233","Bob Dandridge","MIL",1971,12,19.2,9.6,3.4,113.5454741909,12,9.46212284924164,0.587111534714273
"234","Bill Russell*","BOS",1968,12,14.4,22.8,5.2,113.455871872484,12,9.45465598937367,0.586648226466596
"235","Andrew Toney","PHI",1983,12,18.8,2.3,4.6,113.106827347796,12,9.42556894564967,0.58484341594435
